datetime,net_load_before_pv,pv,net_load_after_pv
1/16/21 11:25,451.769571,182.8043517,268.9652192
1/16/21 11:30,414.2913114,191.626088,222.6652234
1/16/21 11:35,395.300003,191.800003,203.5
1/16/21 11:40,389.8391384,144.8478241,244.9913143
1/16/21 11:45,389.8434852,190.9826096,198.8608756
1/16/21 11:50,416.804353,240.9739128,175.8304403
1/16/21 11:55,409.4391353,212.3347844,197.1043508
1/16/21 12:00,384.4260877,153.2956477,231.13044
1/16/21 12:05,441.5087099,104.7739158,336.7347941
1/16/21 12:10,450.4000025,165.4391287,284.9608737
1/16/21 12:15,471.2000008,218.7749978,252.425003
1/16/21 12:20,453.2478305,177.5000052,275.7478253
1/16/21 12:25,496.3625013,113.8083313,382.5541699
1/16/21 12:30,513.3458428,140.5416679,372.8041749
1/16/21 12:35,522.2470156,130.5904819,391.6565337
1/16/21 12:40,634.4000015,112.0999985,522.300003
1/16/21 12:45,607.7666657,121.150002,486.6166637
1/16/21 12:50,675.97499,102.800002,573.174988
1/16/21 12:55,677.8166594,147.4875005,530.3291589
1/16/21 13:00,679.1825942,185.1999944,493.9825998
1/16/21 13:05,697.1000075,108.8249985,588.275009
1/16/21 13:10,663.200012,92,571.200012
1/16/21 13:15,635.6130322,110.7043485,524.9086837
1/16/21 13:20,619.6956507,115.739129,503.9565217
1/16/21 13:25,656.2695747,86.94782409,569.3217506
1/16/21 13:30,619.4043417,90.70000122,528.7043405
1/16/21 13:35,583.2391363,85.699997,497.5391393
1/16/21 13:40,593.9956278,70.92608448,523.0695433
1/16/21 13:45,621.0521607,75.4521743,545.5999864
1/16/21 13:50,646.647613,91.75652365,554.8910893
1/16/21 13:55,630.2666585,79.3666645,550.899994
1/16/21 14:00,632.2260999,80.03478404,552.1913158
1/16/21 14:05,597.3086966,79.17391109,518.1347855
1/16/21 14:10,637.0826202,79.14347774,557.9391424
1/16/21 14:15,638.517398,85.434783,553.082615
1/16/21 14:20,647.4956703,70.5391277,576.9565426
1/16/21 14:25,625.4261089,60.28695709,565.1391518
1/16/21 14:30,588.7391293,72.08261126,516.6565181
1/16/21 14:35,587.8608923,48.18695843,539.6739339
1/16/21 14:40,596.8434663,50.42608648,546.4173798
1/16/21 14:45,593.7782763,56.99130517,536.7869711
1/16/21 14:50,617.7583213,63.39166758,554.3666537
1/16/21 14:55,603.1695724,55.24347817,547.9260943
1/16/21 15:00,594.4374993,56.65000075,537.7874985
1/16/21 15:05,531.4458291,43.11666767,488.3291614
1/16/21 15:10,560.1521686,44.77825922,515.3739094
1/16/21 15:15,548.5660073,34.86666667,513.6993407
1/16/21 15:20,547.4468806,29.10869561,518.338185
1/16/21 15:25,523.5624934,34.22499938,489.337494
1/16/21 15:30,514.7541624,31.075,483.6791624
1/16/21 15:35,551.4583242,23.62500083,527.8333233
1/16/21 15:40,535.3583329,24.85833292,510.5
1/16/21 15:45,529.6000012,32.19999975,497.4000015
1/16/21 15:50,521.4374997,20.487499,500.9500008
1/16/21 15:55,538.1041661,21.07916712,517.024999
1/16/21 16:00,528.4478357,21.22608717,507.2217485
1/16/21 16:05,521.249996,18.81666667,502.4333293
1/16/21 16:10,548.513032,14.16086957,534.3521624
1/16/21 16:15,543.9644046,18.16956522,525.7948393
1/16/21 16:20,547.873913,12.46086957,535.4130435
1/16/21 16:25,559.669572,11.75217391,547.9173981
1/16/21 16:30,535.6391297,18.3391313,517.2999984
1/16/21 16:35,505.3565238,6.604347826,498.752176
1/16/21 16:40,504.2999932,7.260869565,497.0391237
1/16/21 16:45,510.6000055,7.095652174,503.5043533
1/16/21 16:50,487.4913088,4.286956522,483.2043523
1/16/21 16:55,481.8130435,3.704347826,478.1086957
1/16/21 17:00,427.4583268,2.858333333,424.5999935
1/16/21 17:05,343.956517,1.426086957,342.5304301
